"gmt_time","hk_time","subject"
"2018-08-23 23:50:00","2018-08-24 07:50:00","Japanese Corporate Services Prices (Jul) Y/Y 1.1% vs. Exp. 1.2% (Prev. 1.2%)"
"2018-08-23 23:46:00","2018-08-24 07:46:00","US-China trade talks didn't provide any visible sign of progress which reduces prospects of an agreement soon, while China seemed unready to offer new solutions to US concerns related to trade deficit and coerced transfer of tech, according to sources"
"2018-08-23 23:44:00","2018-08-24 07:44:00","Apple (AAPL) is said to place order with Samsung Electronics (005930 KS) for additional panels related to iPhone X"
"2018-08-23 23:42:00","2018-08-24 07:42:00","Australian former Home Affairs Minister Dutton is seen as 'not incapable' of sitting in Parliament, according to reports citing government's legal advice"
"2018-08-23 23:34:00","2018-08-24 07:34:00","PRE-MARKET AUSTRALIAN, JAPANESE AND SOUTH KOREAN STOCK NEWS: AGL Energy CEO quits; Earnings from MacMahon Holdings, Sims Metal management and Star Entertainment"
"2018-08-23 23:30:00","2018-08-24 07:30:00","Japanese National CPI (Jul) 0.9% vs. Exp. 1.0% (Prev. 0.7%)"
"2018-08-23 23:30:00","2018-08-24 07:30:00","Japanese National CPI Ex. Fresh Food & Energy (Jul) 0.3% vs. Exp. 0.3% (Prev. 0.2%)"
"2018-08-23 23:30:00","2018-08-24 07:30:00","Japanese National CPI Ex. Fresh Food (Jul) 0.8% vs. Exp. 0.9% (Prev. 0.8%)"
"2018-08-23 23:21:00","2018-08-24 07:21:00","US Secretary of State Pompeo is planning to visit North Korea on August 27th"
"2018-08-23 22:45:00","2018-08-24 06:45:00","New Zealand Trade Balance (Jul) Y/Y -4440M vs. Exp. -4520M (Prev. -4031M, Rev. -4210M)"
"2018-08-23 22:45:00","2018-08-24 06:45:00","New Zealand Trade Balance (Jul) M/M -143M vs. Exp. -400M (Prev. -113M, rev. -288M)"
"2018-08-23 22:45:00","2018-08-24 06:45:00","New Zealand Exports (Jul) 5.35B vs. Exp. 4.76B (Prev. 4.91B, Rev. 4.88B)"
"2018-08-23 22:45:00","2018-08-24 06:45:00","New Zealand Imports (Jul) 5.49B vs. Exp. 5.20B (Prev. 5.02B, Rev. 5.17B)"
"2018-08-23 22:34:00","2018-08-24 06:34:00","Mexico Foreign Minister Videgaray says NAFTA discussions in Washington will continue 0930EDT local time on Friday"
"2018-08-23 22:30:00","2018-08-24 06:30:00","AGL Energy (AGL AT) MD & CEO Andy Vesey will leave the Co. and Brett Redman has been appointed interim CEO effective today"
"2018-08-23 22:23:00","2018-08-24 06:23:00","RBNZ Governor Orr says we do not rule out lowering interest rates"
"2018-08-23 22:20:00","2018-08-24 06:20:00","Canadian PM Trudeau says Canada continues to engage diplomatically with Saudi Arabia"
"2018-08-23 22:14:00","2018-08-24 06:14:00","RBNZ Governor Orr says in no rush to increase interest rates and that New Zealand fundamentals are looking very positive"
"2018-08-23 22:14:00","2018-08-24 06:14:00","Canadian PM Trudeau says encouraged by NAFTA progress and that they hope for a win-win-win NAFTA deal"
"2018-08-23 22:10:00","2018-08-24 06:10:00","RBNZ Governor Orr says the biggest challenge is to increase inflation and largest risk is business investment"
"2018-08-23 21:51:00","2018-08-24 05:51:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Highlights Include New Zealand Trade Data, Japanese CPI and Singapore GDP"
"2018-08-23 21:38:00","2018-08-24 05:38:00","DAILY ASIA-PAC OPENING NEWS"
"2018-08-23 21:37:00","2018-08-24 05:37:00","US Secretary of State Pompeo announces he will be making a 4th visit to North Korea"
"2018-08-23 21:21:00","2018-08-24 05:21:00","White House official says trade talks between US and China have concluded and that discussions included structural issue related to China and how to achieve trade fairness"
"2018-08-23 21:00:00","2018-08-24 05:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-08-23 21:00:00","2018-08-24 05:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-08-23 20:38:00","2018-08-24 04:38:00","Mexico Economy Minister Guajardo says will have to work on NAFTA into next week"
"2018-08-23 20:28:00","2018-08-24 04:28:00","Mexico Economy Minister Guajardo says Mexican NAFTA negotiators are prepared to stay in Washington over the weekend, if needed"
"2018-08-23 20:05:00","2018-08-24 04:05:00","HP Inc (HPQ) Q3 ADJ EPS USD 0.52 vs. Exp. USD 0.51, revenue USD 14.6bln vs. Exp. USD 14.27bln"
"2018-08-23 20:02:00","2018-08-24 04:02:00","Ross Stores Inc (ROST) Q2 EPS USD 1.04 vs. Exp. USD 1.01, revenue USD 3.7bln vs. Exp. USD 3.66bln"
"2018-08-23 20:01:00","2018-08-24 04:01:00","Autodesk Inc (ADSK) Q2 Adj EPS USD 0.19 vs. Exp. USD 0.15, revenue USD 0.612bln vs. Exp. USD 0.6bln"
"2018-08-23 20:00:00","2018-08-24 04:00:00","Intuit Inc (INTU) Q4 Adj EPS USD 0.32 vs. Exp. USD 0.23, revenue USD 0.988bln vs. Exp. USD 0.95bln"
"2018-08-23 19:53:00","2018-08-24 03:53:00","US President Trump sought advice on the possibility of a Manafort pardon, Washington Post reports; Trump lawyer Guilliani advised Trump against a pardon for Manafort"
"2018-08-23 19:45:00","2018-08-24 03:45:00","US Market Wrap - US MARKET WRAP - 23 Aug 2018: Risk-off amid trade uncertainty, as US-China talks resume"
"2018-08-23 19:21:00","2018-08-24 03:21:00","Fed's Bostic (Voter, dove) says the FOMC has spent some time discussing the yield curve"
"2018-08-23 19:03:00","2018-08-24 03:03:00","Fed's Kaplan (non-voter, dovish) says the job of the Fed is to make decisions independent of politics; says impact of trade dispute on the US economy is so far modest, but it could affect business sentiment"
"2018-08-23 18:32:00","2018-08-24 02:32:00","Austria's Chancellor Kurz says he wants to help EU's Barnier to avoid a hard Brexit"
"2018-08-23 18:32:00","2018-08-24 02:32:00","Austria's Chancellor Kurz says he wants to help EU's Barnier to avoid a hard Brexit"
"2018-08-23 18:30:00","2018-08-24 02:30:00","WTI (V8) settles 3 cents lower at USD 67.83/bbl; Brent (V8) settles 5 cents lower at USD 74.73/bbl"
"2018-08-23 18:30:00","2018-08-24 02:30:00","Penn National Gaming (PENN) has secured approval from Iowa Racing and Gaming connection regarding its acquisition of Pinnacle Entertainment (PNK)"
"2018-08-23 18:22:00","2018-08-24 02:22:00","Chile's water authority will prohibit all new water rights in key mining areas of the nation where water is currently over-exploited; BHP (BHP) Escondida copper mine is alleged to have legally obtained water rights have led to over exploitation"
"2018-08-23 18:12:00","2018-08-24 02:12:00","McDonalds (MCD) is on alert after reports of potential illness outbreak at Jamestown stores"
"2018-08-23 18:08:00","2018-08-24 02:08:00","Google (GOOG, GOOGL) has hired FireEye (FEYE) to compliment work of internal teams after terminating accounts linked to Iran"
"2018-08-23 17:57:00","2018-08-24 01:57:00","Trump administration is moving forward with a proposal to require drug companies to list drug prices in advertisements, according to Axios"
"2018-08-23 17:21:00","2018-08-24 01:21:00","Some bankers are reportedly unsure whether they can sell Tesla (TSLA) privatisation at CEO’s stated price of USD 420/shr, according to FBN’s Gasparino citing sources "
"2018-08-23 17:10:00","2018-08-24 01:10:00","Libya's Es Sider oil lodings have been scheduled to rise by just 3% to 320k BPD in September; according to preliminary data by Argus"
"2018-08-23 17:04:00","2018-08-24 01:04:00","Italy's Di Maio says Five-Star willing to suspended EU funding next year if on Friday commission does not get a deal to divvy up migrants on italian ship"
"2018-08-23 17:03:00","2018-08-24 01:03:00","US Tips Auction  US Sells USD 14bln in 5yr TIPS; stops-through by 0.1bps"
"2018-08-23 16:20:00","2018-08-24 00:20:00","Canada's Foreign Minister Freeland says Canada would need to 'agree to any final conclusion' achieved on rules of origin in NAFTA talks between the US and Mexico "
"2018-08-23 16:17:00","2018-08-24 00:17:00","North Sea Oil strikes will continue as talks with Total (FP FP) have broken down "
"2018-08-23 16:02:00","2018-08-24 00:02:00","Chinese province raises down payment for most 2nd home buyers "
"2018-08-23 15:47:00","2018-08-23 23:47:00","US President Trump says US worth has increased by 10 trillion dollars since election; China’s economy is down lately, says not enough focus is being placed on China"
"2018-08-23 15:30:00","2018-08-23 23:30:00","US will sell USD 14bln of 5-year TIPS at 1800BST/1300EST"
"2018-08-23 15:30:00","2018-08-23 23:30:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (-0.06%), FTSE 100 (-0.13%), DAX (-0.16%), CAC (-0.02%), IBEX (-0.21%), FTSE MIB (-0.42%), SMI (-0.02%)	"
"2018-08-23 15:25:00","2018-08-23 23:25:00","Following the recent slide in ES, ZeroHedge notes it follows the weakness in the yuan (USDCNH near session highs). Some traders also cite unconfirmed reports stating Special Counsel Mueller plans to claim Trump Jr lied to the FBI over Trump Tower meeting"
"2018-08-23 15:05:00","2018-08-23 23:05:00","Russia's Lavrov told US Secreatry of State Pompeo that the US destructive approach to US - Russia ties is blocking cooperation "
"2018-08-23 15:02:00","2018-08-23 23:02:00","The US Treasury is to sell US 36bln in 2yr notes, USD 37bln in 5yr notes, USD 31 in 7yr notes, 17bln in  2yr FRN"
"2018-08-23 14:52:00","2018-08-23 22:52:00","Argentine Central Bank is said to sell dollar futures to back the ARS "
"2018-08-23 14:51:00","2018-08-23 22:51:00","Philips 66 have shut their Bayway, New Jersey refinery FCC unit for up to 10 days"
"2018-08-23 14:47:00","2018-08-23 22:47:00","Alphabet (GOOGL) mentioned positively at M Science "
