"gmt_time","hk_time","subject"
"2018-02-02 21:30:00","2018-02-03 05:30:00","AUDIO SERVICE HAS NOW CLOSED FOR THE WEEK. THE ASIA DESK WILL REOPEN ON SUNDAY AT 2200GMT, EUROPEAN SERVICE WILL RESUME ON MONDAY AT 0630GMT. HAVE A PLEASANT WEEKEND."
"2018-02-02 21:19:00","2018-02-03 05:19:00","DBRS confirms Finland at AA (high), stable trend"
"2018-02-02 21:18:00","2018-02-03 05:18:00","DBRS confirms European Stability Mechanism at AAA (stable outlook)"
"2018-02-02 21:15:00","2018-02-03 05:15:00","RANsquawk G10 Central Bank Monitor 2 Feb 2018: Yellen gives Powell four hike optionality, BOJ leans against tighter talk; BOE super Thursday, RBA, RBNZ"
"2018-02-02 21:13:00","2018-02-03 05:13:00","Fitch Affirms Slovakia at 'A+'; Outlook Stable"
"2018-02-02 21:12:00","2018-02-03 05:12:00","Fitch Affirms Sweden at 'AAA'; Outlook Stable"
"2018-02-02 21:00:00","2018-02-03 05:00:00","US MARKET WRAP: Robust NFP stokes yields, hammers stocks"
"2018-02-02 20:51:00","2018-02-03 04:51:00","Fiat Chrysler (FCAU) - US says it is to seek major fines and recourse in the diesel settlement"
"2018-02-02 20:46:00","2018-02-03 04:46:00","Canada PM Trudeau says Canada is willing to walk away from NAFTA"
"2018-02-02 20:40:00","2018-02-03 04:40:00","US President Trump says sanctions and tariff actions are planned"
"2018-02-02 20:29:00","2018-02-03 04:29:00","US President Trump says an immigration deal by 5 March 'could very well not happen'"
"2018-02-02 20:26:00","2018-02-03 04:26:00","Fed's Williams (voter) says Fed should continue raising rates gradually, expects inflation to pick up this year and next, wage growth is slowly picking up and expects it to intensify, economy performing as expected"
"2018-02-02 20:20:00","2018-02-03 04:20:00","Fed's Kaplan says jobs report increases his conviction of three rate hikes this year"
"2018-02-02 19:47:00","2018-02-03 03:47:00","Dealreporter article suggests Vista & Bain Consortium are no longer looking to pursue a bid for CDK Global (CDK)"
"2018-02-02 19:43:00","2018-02-03 03:43:00","Brent futures settle $1.07 lower at $68.58 per barrel"
"2018-02-02 19:32:00","2018-02-03 03:32:00","WTI futures settle 35 cents lower at USD 65.45 per barrel"
"2018-02-02 19:08:00","2018-02-03 03:08:00","A Recode article suggests CBS (CBS) should be bought by Amazon (AMZN) "
"2018-02-02 19:01:00","2018-02-03 03:01:00","Feds Kaplan (Non-voter) says US will see some inflationary pressure this year and reiterates his view that he sees 2018 GDP growth at 2.5% to 2.75% in the US"
"2018-02-02 18:56:00","2018-02-03 02:56:00","Nektar Therapeutics (NKTR) reportedly attracted interest from large drug makers and are also said to consider partnerships and licensing deals, according to sources "
"2018-02-02 18:42:00","2018-02-03 02:42:00","Boeing (BA) – Embraer (ERJ) has not accepted or received a proposal from the co. at this time. "
"2018-02-02 18:15:00","2018-02-03 02:15:00","RANsquawk Weekly US Earnings Estimates: 5th February - 9th February 2018 - Now available in the Research Suite"
"2018-02-02 16:32:00","2018-02-03 00:32:00","Frontier (FTC) is said to consider sale of ex-Verizon landline assets"
"2018-02-02 16:31:00","2018-02-03 00:31:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (-1.3%), FTSE 100 (-0.6%), DAX (-1.7%), CAC (-1.6%), IBEX (-1.8%), SMI (-0.8%). FTSE MIB (-1.3%)"
"2018-02-02 16:18:00","2018-02-03 00:18:00","New York Fed GDP Nowcast Q1 3.2% (Prev 3.1%) "
