"gmt_time","hk_time","subject"
"2018-09-06 23:47:00","2018-09-07 07:47:00","Investa Office Fund (IOF AT) halted pending update related to Blackstone proposal"
"2018-09-06 23:21:00","2018-09-07 07:21:00","PRE-MARKET AUSTRALIAN, JAPANESE & SOUTH KOREAN STOCK NEWS: WTI crude futures declined and briefly tested USD 67.00/bbl; President Trump reportedly hinted that a trade fight with Japan could be next on the agenda"
"2018-09-06 22:12:00","2018-09-07 06:12:00","China and Japan to hold infrastructure related discussions on September 25th"
"2018-09-06 22:09:00","2018-09-07 06:09:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Highlights Include Japanese Household Spending and Australian Home Loans"
"2018-09-06 21:42:00","2018-09-07 05:42:00","Russia, Iran and Turkey leaders will meet in Tehran on Friday to discuss path towards ending Syrian civil war, according to Axios"
"2018-09-06 21:41:00","2018-09-07 05:41:00","DAILY ASIA-PAC OPENING NEWS"
"2018-09-06 21:28:00","2018-09-07 05:28:00","RBMZ Governor Orr says long-term focus is important to bolstering growth and that short-termism is a key plague on economic society"
"2018-09-06 21:23:00","2018-09-07 05:23:00","Twitter sources note that Goldman Sachs CFO labels speculation about its Bitcoin trading activities as fake news"
"2018-09-06 21:19:00","2018-09-07 05:19:00","UK negotiators have stated that PM May's Chequers plan does not give UK any competitive advantage over EU in an effort to sell the plan to Brussels, although reports noted that this has infuriated Tory Brexiteers who view the plan as a sell-out"
"2018-09-06 21:11:00","2018-09-07 05:11:00","Fed's Rosengren (Non-Voter, Hawk) says important to examine potential costs of long period of low rates, as they could impact how policy reacts to a recession"
"2018-09-06 21:03:00","2018-09-07 05:03:00","US Representative on Syria Jeffrey says any offensive by Syrian or Russian forces in Idlib would be a reckless escalation, adds US is committed to stay in Syria to defeat Islamic State which may take a while"
"2018-09-06 21:00:00","2018-09-07 05:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-09-06 21:00:00","2018-09-07 05:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-09-06 20:50:00","2018-09-07 04:50:00","EU Chief Brexit Negotiator Barnier was said to have been left furious in a meeting last month after UK Brexit Secretary Raab threatened that an Irish border may have to be reinstated in the event of  a no-deal "
"2018-09-06 20:47:00","2018-09-07 04:47:00","NHC says Florence is clinging on to hurricane status and is expected to reintensify on Friday"
"2018-09-06 20:15:00","2018-09-07 04:15:00","Broadcom (AVGO) Q3 Adj EPS USD 4.98 (Exp. 4.83), Revenue USD 5.07bln (Exp. 5.06bln)"
"2018-09-06 20:11:00","2018-09-07 04:11:00","President Trump hints that trade fight with Japan could be next, according to the WSJ"
"2018-09-06 20:06:00","2018-09-07 04:06:00","US MARKET WRAP - 6 Sep 2018: Traders on alert for China tariffs announcement"
"2018-09-06 19:51:00","2018-09-07 03:51:00","Fed's Evans (dove, non-voter) says the FOMC should raise rates to neutral, and ""likely a bit beyond"""
"2018-09-06 19:50:00","2018-09-07 03:50:00","Mexcio President-elect AMLO says his team wants a trilateral NAFTA deal"
"2018-09-06 18:33:00","2018-09-07 02:33:00","WTI (V8) settles USD 0.95 lower at USD 67.77/bbl; Brent (X8) settles USD 0.77 lower at USD 76.50/bbl"
"2018-09-06 18:32:00","2018-09-07 02:32:00","BOC Dep Gov Wilkins says reiterates BOC guidance, says higher rates will be warranted to reach inflation target, will continue to move rates gradually"
"2018-09-06 18:32:00","2018-09-07 02:32:00","BOC Dep Gov Wilkins says reiterates BOC guidance, says higher rates will be warranted to reach inflation target, will continue to move rates gradually"
"2018-09-06 18:02:00","2018-09-07 02:02:00","BSEE says 5.6% of GoM prodution remains shut due to Storm Gordon"
"2018-09-06 17:42:00","2018-09-07 01:42:00","United Technologies (UTX) and Rockwell Collins (COL) close to winning deal approval in China, Dealreporter says"
"2018-09-06 17:26:00","2018-09-07 01:26:00","British Airways (IAG LN) says it is investigating a theft of customer data, says data did not include travel or passport details; BA says the breach has been resolved, and its website is working normally"
