"gmt_time","hk_time","subject"
"2018-11-15 23:49:00","2018-11-16 07:49:00","Goldman Sachs says short EUR/SEK, short USD/CAD short KRW against top-6 currencies in GS trade-weighted basket and long PHP against top-7 currencies in GS trade-weighted basket among top trades for next year"
"2018-11-15 23:30:00","2018-11-16 07:30:00","PRE-MARKET JAPANESE AND SOUTH KOREAN STOCK NEWS:  China's Mofcom began an investigation into alleged dumping of machine tools by Japanese firms including Fanuc"
"2018-11-15 22:46:00","2018-11-16 06:46:00","PRE-MARKET AUSTRALIAN STOCK NEWS: Wesfarmers (WES AT) shareholders voted strongly in favour of demerger of its Coles unit"
"2018-11-15 22:44:00","2018-11-16 06:44:00","US Republican and Democrat Senators file bipartisan bill seeking to suspend arms sales to Saudi Arabia in response to war in Yemen and killing of journalist "
"2018-11-15 22:44:00","2018-11-16 06:44:00","US Republican and Democrat Senators file bipartisan bill seeking to suspend arms sales to Saudi Arabia in response to war in Yemen and killing of journalist "
"2018-11-15 22:22:00","2018-11-16 06:22:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Light calendar including Singapore Non-Oil Exports and Malaysia GDP"
"2018-11-15 22:19:00","2018-11-16 06:19:00","DAILY ASIA-PAC OPENING NEWS"
"2018-11-15 22:13:00","2018-11-16 06:13:00","UK Conservative Party power sharing alliance is said to be over unless PM May is replaced, according to Telegraph"
"2018-11-15 22:00:00","2018-11-16 06:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-11-15 22:00:00","2018-11-16 06:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-11-15 21:41:00","2018-11-16 05:41:00","Carl Icahn is to drop lawsuit against Dell (DVMT) and end proxy contest"
"2018-11-15 21:37:00","2018-11-16 05:37:00","North Korean Leader Kim inspected test of new high-tech tactical weapons, according to Yonhap citing North Korean state media"
"2018-11-15 21:33:00","2018-11-16 05:33:00","Intel (INTC) announces USD 15bln increase to share repurchase program"
"2018-11-15 21:20:00","2018-11-16 05:20:00","NVIDIA Corp (NVDA) Q3 Adj. EPS USD 1.84 vs. Exp. USD 1.71, revenue USD 3.18bln vs. Exp. USD 3.24bln"
"2018-11-15 21:04:00","2018-11-16 05:04:00","RANsquawk US Market Wrap - 15th November 2018: Stocks rally as US and China resume high level trade talks"
"2018-11-15 21:01:00","2018-11-16 05:01:00","Applied Materials Inc (AMAT) Q4 Adj. EPS USD 0.97 vs. Exp. USD 0.97, revenue USD 4.01bln vs. Exp. USD 4bln"
"2018-11-15 20:52:00","2018-11-16 04:52:00","Source close to Michael Gove confirms he has rejected Brexit Minister job, The Times"
"2018-11-15 20:22:00","2018-11-16 04:22:00","US Trade Representative Lighthizer denies reports that China tariffs have been put on hold"
"2018-11-15 20:14:00","2018-11-16 04:14:00","US Administration official says it's unlikely for breakthroughs on trade with China at the G20 summit; too early to tell if Chinese response to US demands will led the US to suspend tariff increases in January"
"2018-11-15 20:12:00","2018-11-16 04:12:00","Fed's Kashkari (Dove, Non-voter) says rates are pretty close to neutral today, he is sympathetic with the need to find a way to open markets, get free trade "
"2018-11-15 20:01:00","2018-11-16 04:01:00","US Commerce Secretary Ross is still planning to raise tariffs on China to 25% in January "
"2018-11-15 19:54:00","2018-11-16 03:54:00","Secretary of State for International Development Mordaunt met with PM May tonight to push her to allow a free vote on the Brexit deal; according to a source"
"2018-11-15 19:42:00","2018-11-16 03:42:00","Penny Mordaunt reportedly reached a settlement where she will not resign as according to Downing Street, ITV "
"2018-11-15 19:32:00","2018-11-16 03:32:00","WTI (Z8) settles USD 0.21 higher at USD 56.46/bbl, Brent (F8) settles USD 0.50 higher at USD 66.62/bbl"
"2018-11-15 19:28:00","2018-11-16 03:28:00","Fed's Bostic (Voter, Dovish) says the Fed has been removing forward guidance statements because it is not certain about policy direction"
"2018-11-15 19:27:00","2018-11-16 03:27:00","RANsquawk sources are hearing vague takeover chatter for Papa John's (PZZA) - Unconfirmed"
"2018-11-15 19:21:00","2018-11-16 03:21:00","Head of Libyan state oil firm says its important for OPEC and Non-OPEC producers to cooperate to maintain oil market stability"
"2018-11-15 19:11:00","2018-11-16 03:11:00","Environmental Minister Gove not gone yet as he appears to be in the departure lounge and may yet go tomorrow; according to The Times"
"2018-11-15 19:06:00","2018-11-16 03:06:00","Senate confirms nomination of Michelle Bowman to the Fedderal Reserve Board"
"2018-11-15 19:00:00","2018-11-16 03:00:00","Fed will review next year the strategies, tools and communication practices for pursuing inflation and employment goals"
"2018-11-15 18:51:00","2018-11-16 02:51:00","Fed's Bostic (Voter, dovish) says tariffs increase price with 3-6 months lag and he has observed price increases; businesses have told him they can manage 10% but not 25% and they are delaying investment decisions"
"2018-11-15 18:50:00","2018-11-16 02:50:00","Fed's Bostic (Voter, Dovish) says Brexit has our attention and sees significant implications "
"2018-11-15 18:46:00","2018-11-16 02:46:00","US Commerce Secretary Ross does not expect a full China deal by January; meeting between Xi/Trump at the G20 summit is to focus on ""the big picture"", but still expects an eventual China deal"
"2018-11-15 18:42:00","2018-11-16 02:42:00","ERG source reports still not enough letters to trigger no confidence vote in PM May but numbers have certainly gone up; according to FT political correspondent "
"2018-11-15 18:38:00","2018-11-16 02:38:00","Fed's Bostic (Voter, Dovish) sees the neutral rate between 2.5% and 3.5%; he is a little bit uncomfortable with negative rates"
"2018-11-15 18:12:00","2018-11-16 02:12:00","California's regulators have approved the CVS (CVS) and Aetna (AET) deal "
"2018-11-15 18:11:00","2018-11-16 02:11:00","DUP Deputy Leader says have to wait and see how things in the conservative party play out, especially its leadership"
"2018-11-15 18:09:00","2018-11-16 02:09:00","Economist Mansueto Almeida will remain as Brazil's Treasury Secretary under incoming Bolsonaro administration "
"2018-11-15 18:07:00","2018-11-16 02:07:00","US and China step up effort to strike G20 truce on trade to curb their trade war; according to the FT"
"2018-11-15 18:05:00","2018-11-16 02:05:00","Penny Mordaunt has told colleagues she will not resign, The Telegraph"
"2018-11-15 18:04:00","2018-11-16 02:04:00","Atlanta Fed GDPNow (Q4) 2.8% (Prev. 2.9%) "
"2018-11-15 18:01:00","2018-11-16 02:01:00","Environmental Minister Gove has had a meeting with the UK PM May, if he had accepted the job as Brexit Secretary we would know by now; according to BBC political editor"
"2018-11-15 18:00:00","2018-11-16 02:00:00","Fed's Bostic (Voter, Dovish) says need to keep keen eye on data to avoid raising rates too fast or not far enough, should proceed cautiously"
"2018-11-15 17:58:00","2018-11-16 01:58:00","Secretary of State for International Development Mordaunt just arrived in number ten; according to BBC"
"2018-11-15 17:56:00","2018-11-16 01:56:00","Environmental Minister Micheal Gove is expected to resign this evening, according to The Times"
"2018-11-15 17:42:00","2018-11-16 01:42:00","Acting AG Whitaker reportedly told staff that no shakeups are planned at the DOJ"
"2018-11-15 17:39:00","2018-11-16 01:39:00","UK PM May says she has not appointed a new Brexit Minister yet"
"2018-11-15 17:30:00","2018-11-16 01:30:00","UK PM May says will see this through, fight leadership challenge; going to do my job of getting the best deal for Britain, will bring the deal back for a vote in the House of Commons "
"2018-11-15 17:28:00","2018-11-16 01:28:00","Fed's Powell says wages now in range reflecting inflation and productivity "
"2018-11-15 17:18:00","2018-11-16 01:18:00","Italy government draft amendment allows unlisted banks and non-financial companies to opt out of international accounting standards, includes lending operation, according to sources"
"2018-11-15 17:08:00","2018-11-16 01:08:00","China begins probe into alleged dumping of machine tools"
"2018-11-15 17:06:00","2018-11-16 01:06:00","Some reports suggest threshold not being met for a confidence vote on UK PM May"
"2018-11-15 17:03:00","2018-11-16 01:03:00","UK PM May is not calling the 1700 GMT press conference because a confidence vote has been triggered as she will be arguing for her deal; according to BBC political correspondent"
"2018-11-15 16:59:00","2018-11-16 00:59:00","WATCH LIVE: UK PM May to hold Press Conference at 1700 GMT"
"2018-11-15 16:59:00","2018-11-16 00:59:00","WATCH LIVE: UK PM May to hold Press Conference at 1700 GMT"
"2018-11-15 16:57:00","2018-11-16 00:57:00","White House weighs removing Turkey cleric Fethullah Gulen from the US, according to NBC"
"2018-11-15 16:50:00","2018-11-16 00:50:00","EU looking to use the November 25th Summit for no deal planning; according to sources"
"2018-11-15 16:49:00","2018-11-16 00:49:00","Chubb (CB) authorities USD 5bln share repurchase programme "
"2018-11-15 16:37:00","2018-11-16 00:37:00","Valero (VLO) Corpus Christi, Texas refinery East Plant reports SRU no. 2 incinerator emissions, combustion air blower lost in a complex 7 process unit"
"2018-11-15 16:35:00","2018-11-16 00:35:00","Egypt Central Bank issuing USD 1.675bln in dollar-denominated T-bills on Monday"
"2018-11-15 16:30:00","2018-11-16 00:30:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (-0.43%), FTSE 100 (+0.10%), DAX (-0.51%), CAC (-0.70%), IBEX (-0.25%), FTSE MIB (-0.85%), SMI (-0.70%)"
"2018-11-15 16:30:00","2018-11-16 00:30:00","Bundesbank's Mauderer says new round of ECB loans depends on money market conditions"
