"gmt_time","hk_time","subject"
"2018-04-06 20:31:00","2018-04-07 04:31:00","AUDIO SERVICE HAS NOW CLOSED FOR THE WEEK. THE ASIA DESK WILL REOPEN ON SUNDAY AT 2200BST, EUROPEAN SERVICE WILL RESUME ON MONDAY AT 0630BST. HAVE A PLEASANT WEEKEND"
"2018-04-06 20:30:00","2018-04-07 04:30:00","AUDIO SERVICE HAS NOW CLOSED FOR THE WEEK. THE ASIA DESK WILL REOPEN ON SUNDAY AT 2200GMT, EUROPEAN SERVICE WILL RESUME ON MONDAY AT 0630GMT. HAVE A PLEASANT WEEKEND."
"2018-04-06 20:27:00","2018-04-07 04:27:00","Next round of NAFTA talks planned for Monday in Washington DC, according to sources"
"2018-04-06 20:10:00","2018-04-07 04:10:00","DBRS raises Spain's sovereign rating to A from A (low); stable trend"
"2018-04-06 20:09:00","2018-04-07 04:09:00","S&P affirms France at AA; outlook stable"
"2018-04-06 20:06:00","2018-04-07 04:06:00","US MARKET WRAP"
"2018-04-06 20:02:00","2018-04-07 04:02:00","Fed's Williams says three to four hikes in 2018 is the right direction; need to keep raising rates to avoid overheating"
"2018-04-06 19:30:00","2018-04-07 03:30:00","Weekly Central Bank Recap and Briefing: 6 April 2018 - Now available in the Research Suite"
"2018-04-06 19:25:00","2018-04-07 03:25:00","Canadian PM Trudeau says hopeful to get promising news on NAFTA in the coming time"
"2018-04-06 19:21:00","2018-04-07 03:21:00","Canadian Foreign Minister Freeland says had good NAFTA conversations so far and they are in a new more intensive phase of NAFTA talks"
"2018-04-06 19:00:00","2018-04-07 03:00:00","RANsquawk Week in Focus: 9th April - 13th April 2018 - Now available in the Research Suite"
"2018-04-06 18:32:00","2018-04-07 02:32:00","WTI crude futures settle at USD 62.06, down USD 1.48; Brent crude futures settle at USD 67.11, down USD 1.22"
"2018-04-06 18:23:00","2018-04-07 02:23:00","White House spokesperson said there could be some fluctuation in stock markets as a result of trade disputes with China"
"2018-04-06 18:18:00","2018-04-07 02:18:00","White House economic adviser Kudlow says that a tariff solution is possible in three months, but that tariffs are not a bluff"
"2018-04-06 18:08:00","2018-04-07 02:08:00","White House economic adviser Kudlow says that he hopes the US will not use tariffs. but may have to, and China's first response is highly unsatisfactory"
"2018-04-06 18:03:00","2018-04-07 02:03:00","Fed's Powell says too early to say how tariffs and trade talk will affect outlook"
"2018-04-06 18:02:00","2018-04-07 02:02:00","Pacira Pharmaceuticals (PCRX) recent FDA approval has now been removed from the website "
"2018-04-06 18:00:00","2018-04-07 02:00:00","SuperValu (SVU) reportedly working with an adviser on a potential sale"
"2018-04-06 17:30:00","2018-04-07 01:30:00","Fed Chair Powell says US Economy will require further gradual interest rate hikes, notes 12 month inflation readings should move up notably this spring "
"2018-04-06 17:27:00","2018-04-07 01:27:00","Apollo is reportedly among bidders for Aspen Holdings (AHL), according to sources"
"2018-04-06 17:22:00","2018-04-07 01:22:00","US Treasury Secretary Mnuchin says progress is being made on NAFTA and North Korea"
"2018-04-06 17:11:00","2018-04-07 01:11:00","Pacira Pharmaceuticals (PCRX) received FDA approval on its New Drug Application for its Exparel injection "
"2018-04-06 17:10:00","2018-04-07 01:10:00","US Treasury Secretary Mnuchin says there is a potential for a trade war"
"2018-04-06 17:05:00","2018-04-07 01:05:00","US Treasury Secretary Mnuchin says US is willing to continue negotiations but Trump is prepared to defend US interests"
"2018-04-06 16:41:00","2018-04-07 00:41:00","Senior Mexican economy ministry official says is very convinced that a new NAFTA agreement on trade will be reached very soon"
"2018-04-06 16:22:00","2018-04-07 00:22:00","Takeda spokesperson reiterates there can be no certainty that an offer for Shire (SHPG) will be made "
"2018-04-06 16:13:00","2018-04-07 00:13:00","Japan has joined the US in WTO complaints against China "
"2018-04-06 15:51:00","2018-04-06 23:51:00","Phillips 66 Borger Texas Refinery returning all units to production, the unit restarts are to be completed next week, according to sources "
"2018-04-06 15:31:00","2018-04-06 23:31:00","Tata Steel is open to taking a majority stake in the tie up with ThyssenKrupp (TKA GY), according to sources"
"2018-04-06 15:30:00","2018-04-06 23:30:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (-0.81%), FTSE 100 (-0.17%), DAX (-0.50%), CAC (-0.35%), IBEX (-0.63%), FTSE MIB (-0.20%), SMI (-0.70%) "
"2018-04-06 15:17:00","2018-04-06 23:17:00","NY Fed GDP Nowcast: Q1 at 2.8% (Prev. 2.7%)"
"2018-04-06 15:03:00","2018-04-06 23:03:00","Wynn Resorts (WYNN) says it has not had any discussions with MGM (MGM) or its advisors regarding a sale, according to a Wynn spokesperson"
"2018-04-06 14:35:00","2018-04-06 22:35:00","Weekly FX Wrap: hectic start to April and Q1"
"2018-04-06 13:41:00","2018-04-06 21:41:00","NEC Director Kudlow says negotiations with China are yet to start and second round of tariffs are currently a proposal"
"2018-04-06 13:39:00","2018-04-06 21:39:00","NEC Director Kudlow says China is stealing technology from the US"
"2018-04-06 13:37:00","2018-04-06 21:37:00","Akzo Nobel (AKZA NA) is considering a bid for Axalta (AXTA) according to deal reporter"
"2018-04-06 13:15:00","2018-04-06 21:15:00","Additional US Equity Stories"
"2018-04-06 13:09:00","2018-04-06 21:09:00","Norges Bank Chair Olsen sees NOK strengthening slightly in the next 2 years and notes it is currently close to its estimates for Q1 & Q2"
"2018-04-06 13:05:00","2018-04-06 21:05:00","FIXED AND FX LATEST: China’s trade riposte trumps US jobs data"
"2018-04-06 13:03:00","2018-04-06 21:03:00","Libyan oil output is around 1.5Mln BPD despite outage at El-Feel oilfield"
"2018-04-06 12:33:00","2018-04-06 20:33:00","China's MOFCOM says is ready and will not hesitate to retaliate, adding that under these conditions the two parties cannot carry out any negotiations"
"2018-04-06 12:30:00","2018-04-06 20:30:00","US BLS Birth/Death Adjustment +65K (Prev. 125K)"
"2018-04-06 12:18:00","2018-04-06 20:18:00","DAILY US EQUITY OPENING NEWS -  Incyte (INCY) / Merck (MRK) – The two pharmaceutical names announced that their EPACADOSTAT study will be stopped as it did not meet its primary endpoint"
"2018-04-06 12:01:00","2018-04-06 20:01:00","Scotiabank FX Daily - G10 FX Becalmed Despite Escalation In Trade Tensions"
"2018-04-06 11:59:00","2018-04-06 19:59:00","Leagues Salvini says that the centre-right coalition are together in next talks"
"2018-04-06 11:53:00","2018-04-06 19:53:00","PREVIEW: Nonfarm Payrolls (March 2018) - Now available in the Research Suite"
"2018-04-06 11:48:00","2018-04-06 19:48:00","Nigeria’s Forcados oil terminal is increasing its production after a temporary shut-down of its trans Forcados pipeline, according to SPDC but traders note that the current loadings have been delayed for 2 to 3 days due to a slowdown at the terminal "
"2018-04-06 10:55:00","2018-04-06 18:55:00"," ECB’s Linde says normalisation of ECB monetary policy must be gradual "
"2018-04-06 10:45:00","2018-04-06 18:45:00","BofAML Weekly Flow Report: Risk-off flows: USD 7.2bln out of equities, USD 8.1bln into bonds, USD 1.1bln into gold"
"2018-04-06 10:44:00","2018-04-06 18:44:00","Snapshot of today’s speakers"
"2018-04-06 10:44:00","2018-04-06 18:44:00","Snapshot of today’s speakers"
"2018-04-06 09:52:00","2018-04-06 17:52:00","ECB’s Coeure says not sure we are in a trade war and adds the council agrees that a high level of accommodation is still needed"
"2018-04-06 09:50:00","2018-04-06 17:50:00","DAILY US OPENING NEWS: European bourses broadly in the red as risk-aversion due to trade wars resurfaces "
"2018-04-06 09:40:00","2018-04-06 17:40:00","Fixed Income: pre-NFP debt ranges pre-defined?"
"2018-04-06 09:05:00","2018-04-06 17:05:00","EU MID-SESSION UPDATE: Escalating trade tensions dampen the mood in Europe"
"2018-04-06 09:00:00","2018-04-06 17:00:00","ASIA-PAC SERVICE HAS NOW FINISHED, PLEASE REVERT BACK TO YOUR ORIGINAL CHANNEL FOR COVERAGE ON THE UK & EUROPEAN SESSION"
"2018-04-06 08:53:00","2018-04-06 16:53:00","Italian tax police conducted a search into ENI’s (ENI IM) offices over suspected corruption in Congo Republic"
"2018-04-06 08:51:00","2018-04-06 16:51:00","FX Morning Colour: Dollar braced for bullish BLS report"
"2018-04-06 08:33:00","2018-04-06 16:33:00","Russian Energy Minister Novak claims extended cooperation agreements with OPEC could be indefinite and sees no proposals for global oil deal extension to H1 2019"
"2018-04-06 08:30:00","2018-04-06 16:30:00","UK Unit Labour Costs YY (Q4) 2.1% (Prev. 1.3%, Rev. 1.4%)"
"2018-04-06 08:10:00","2018-04-06 16:10:00","Eurozone Retail PMI 50.1 (Prev. 52.3)"
"2018-04-06 07:44:00","2018-04-06 15:44:00","Norges Bank's Governor Olsen repeats rate guidance for a rise after summer"
"2018-04-06 07:35:00","2018-04-06 15:35:00","ECB’s Coeure claims ECB’s studies show US tariffs would be significantly negative for the economy globally"
"2018-04-06 07:30:00","2018-04-06 15:30:00","German Construction PMI (Mar) 47.0 vs. Prev. 52.7"
"2018-04-06 07:25:00","2018-04-06 15:25:00","UK debt and STIR futures regain bid tone as risk aversion resurfaces"
