"gmt_time","hk_time","subject"
"2018-11-12 23:42:00","2018-11-13 07:42:00","UK Foreign Minister Hunt suggests increased prospects for Yemen peace talks after Saudi confirmed willingness to evacuate 50 wounded Houthi fighters to Oman for medical treatment"
"2018-11-12 23:30:00","2018-11-13 07:30:00","PRE-MARKET JAPANESE AND SOUTH KOREAN STOCK NEWS: SoftBank (9984 JT) is expected to raise USD 23bln from its mobile unit IPO; US Commerce Department submits draft recommendation on potential auto tariffs to the White House "
"2018-11-12 23:24:00","2018-11-13 07:24:00","WSJ reports note that China officials do not expect to resolve trade dispute at G20 but are instead hoping for a broad framework deal, while some US officials expect China to make trade offer ahead of Trump-Xi meeting"
"2018-11-12 23:18:00","2018-11-13 07:18:00","US Treasury Secretary Mnuchin and Chinese Vice Premier Liu He spoke by phone on Friday about a deal that would ease trade tensions, according to WSJ"
"2018-11-12 23:09:00","2018-11-13 07:09:00","S&P cuts Argentina to B from B+; Outlook revised to Stable from CreditWatch Negative"
"2018-11-12 23:03:00","2018-11-13 07:03:00","Westpac (WBC AT) AUD 35mln settlement on lending breach was rejected by the courts"
"2018-11-12 23:00:00","2018-11-13 07:00:00","DUP's Robinson says it sounds like UK PM May is in the right place regarding Brexit and that the mood has improved but there is still work remains to be done"
"2018-11-12 22:44:00","2018-11-13 06:44:00","PRE-MARKET AUSTRALIAN STOCK NEWS: WTI crude futures posted an 11th consecutive loss and fell 2.2% to below USD 59.00/bbl"
"2018-11-12 22:40:00","2018-11-13 06:40:00","RBNZ Deputy Governor Bascand says bank lending standards have tightened and rapid growth in credit and house prices have stabilized, which if persists we expect to relax LVR policy in approaching years"
"2018-11-12 22:36:00","2018-11-13 06:36:00","US Commerce Department submits draft recommendation on potential auto tariffs to White House which are undergoing interagency review and are sign of US administration's increasing frustration at EU and Japan over lack of progress on auto trade issues"
"2018-11-12 22:33:00","2018-11-13 06:33:00","RBNZ Deputy Governor Bascand says financial sector is sound and well regulated, adds New Zealand debt and reliance of funding from abroad remain vulnerabilities"
