"gmt_time","hk_time","subject"
"2018-05-17 23:46:00","2018-05-18 07:46:00","ANZ Bank (ANZ AT) to buyback as much as AUD 200mln in shares to adhere to its dividend reinvestment plan"
"2018-05-17 23:39:00","2018-05-18 07:39:00","South Korea press reports that North Korea is said to have asked the US to cut back its weapons if peace settles"
"2018-05-17 23:38:00","2018-05-18 07:38:00","China Vice Premier Liu He says China is willing to work with US on trade issues, following meeting with US President Trump"
"2018-05-17 23:33:00","2018-05-18 07:33:00","US President Trump says it is important to keep trade cooperation between US and China, while he added that US and China should boost cooperation regarding market access"
"2018-05-17 23:30:00","2018-05-18 07:30:00","Japanese National CPI Ex. Fresh Food & Energy (Apr) Y/Y 0.4% vs. Exp. 0.4% (Prev. 0.5%)"
"2018-05-17 23:30:00","2018-05-18 07:30:00","Japanese National CPI Ex. Fresh Food (Apr) Y/Y 0.7% vs. Exp. 0.8% (Prev. 0.9%)"
"2018-05-17 23:30:00","2018-05-18 07:30:00","Japanese National CPI (Apr) Y/Y 0.6% vs. Exp. 0.7% (Prev. 1.1%)"
"2018-05-17 23:30:00","2018-05-18 07:30:00","Japanese National CPI Ex. Fresh Food (Apr) Y/Y 0.7% vs. Exp. 0.8% (Prev. 0.9%)"
"2018-05-17 23:30:00","2018-05-18 07:30:00","Japanese National CPI Ex. Fresh Food & Energy (Apr) Y/Y 0.4% vs. Exp. 0.4% (Prev. 0.5%)"
"2018-05-17 23:30:00","2018-05-18 07:30:00","Japanese National CPI (Apr) Y/Y 0.6% vs. Exp. 0.7% (Prev. 1.1%)"
"2018-05-17 23:25:00","2018-05-18 07:25:00","PRE-MARKET AUSTRALIAN, JAPANESE & SOUTH KOREAN STOCK NEWS: Toshiba (6502 JT) chip unit sale to Bain consortium gets China antitrust regulatory approval"
"2018-05-17 22:20:00","2018-05-18 06:20:00","US Trade Representative Lighthizer says NAFTA countries are nowhere near to a deal, adds there are gaping differences on range of issues such as intellectual property, agricultural access, energy, labor regulations and auto content"
"2018-05-17 21:53:00","2018-05-18 05:53:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Highlights Include Japanese National CPI figures"
"2018-05-17 21:48:00","2018-05-18 05:48:00","French President Macron says no detailed talks with US without tariff exemptions and that Europe will retaliate to protect interests"
"2018-05-17 21:43:00","2018-05-18 05:43:00","China trade delegation said to offer US President Trump a package that cuts the US trade deficit by USD 200bln annually"
"2018-05-17 21:32:00","2018-05-18 05:32:00","DAILY ASIA-PAC OPENING NEWS"
"2018-05-17 21:12:00","2018-05-18 05:12:00","North Korea is to increase efforts to defuse military tensions, according to KCNA"
"2018-05-17 21:00:00","2018-05-18 05:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-05-17 21:00:00","2018-05-18 05:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-05-17 20:47:00","2018-05-18 04:47:00","UK reportedly sets up ministerial team to deal with border disruptions after Brexit"
"2018-05-17 20:01:00","2018-05-18 04:01:00","US MARKET WRAP 17 May 2018: Trump wary on China, NAFTA soft deadline saw no deal, Banxico unchanged, yields remain at recent highs"
"2018-05-17 20:00:00","2018-05-18 04:00:00","Applied Materials (AMAT) Q2 ADJ EPS USD 1.22 (Exp. 1.13), Revenue USD 4.57bln (Exp. 4.45bln)"
"2018-05-17 19:37:00","2018-05-18 03:37:00","CBS plans to move ahead with vote to dilute Shari Redstone’s control and ignore bylaw change, co also leaning toward further legal action, according to Fox's Gasparino"
"2018-05-17 18:43:00","2018-05-18 02:43:00"," EU is to brush off UK PM May’s pitch for customs plan guarantees "
"2018-05-17 18:40:00","2018-05-18 02:40:00","US President Trump says EU has been terrible to the US on trade "
"2018-05-17 18:36:00","2018-05-18 02:36:00","US President Trump says he will decimate North Korea like Libya if Kim Jong Un does not make a deal "
"2018-05-17 18:35:00","2018-05-18 02:35:00","White House Economic adviser Hasset sees no trade war if Germany invest"
"2018-05-17 18:32:00","2018-05-18 02:32:00","WTI Crude futures settle unchanged at USD 71.49/bbl; Brent crude futures settle higher by 2cents at USD 79.30/bbl"
"2018-05-17 18:18:00","2018-05-18 02:18:00","Another case of Hepatitus A has been reported at a McDonald's (MCD) restaurant "
"2018-05-17 18:00:00","2018-05-18 02:00:00","Mexico’s Central Bank leaves rates unchanged at 7.50% as expected; an unanimous decision "
"2018-05-17 18:00:00","2018-05-18 02:00:00","Nigeria has cut the premium for Bonny, Qua Iboe crude to USD 0.69/bbl  and USD 0.70/bbl   "
"2018-05-17 17:57:00","2018-05-18 01:57:00","Canada’s Finance Minister Morneau is optimistic a NAFTA deal can be completed "
"2018-05-17 17:56:00","2018-05-18 01:56:00","US President Trump doubts China trade talks will be successful "
"2018-05-17 17:51:00","2018-05-18 01:51:00","US President Trump says China will not be ripping the US anymore "
"2018-05-17 17:49:00","2018-05-18 01:49:00","US President Trump reportedly tells Germany's Merkel to drop support for a major gas deal with Russia and instead buy American gas instead to avoid a trade war   "
"2018-05-17 17:49:00","2018-05-18 01:49:00","US President Trump says the US- NATO relationship is very good "
"2018-05-17 17:46:00","2018-05-18 01:46:00"," Altria (MO) announced USD 1bln increase to its share repurchase programme taking it to USD 2bln, expected to be completed by Q219,  it also declares a regular quarterly dividend of USD 0.70/shr"
"2018-05-17 17:42:00","2018-05-18 01:42:00","Fed’s Kaplan (Non-Voter, Neutral) does not see the US economy entering a recession "
"2018-05-17 17:40:00","2018-05-18 01:40:00","White House says the US has no intention of altering military exercises with South Korea "
"2018-05-17 17:32:00","2018-05-18 01:32:00","The White house says it is continuing to move forward with preparations for North Korea summit, adding nothing has changed on their end "
"2018-05-17 17:28:00","2018-05-18 01:28:00","Canada’s Finance Minister Morneau thinks the NAFTA sunset clause is not practical "
"2018-05-17 17:12:00","2018-05-18 01:12:00","Canada’s Finance Minister Morneau is not thinking of providing grants or subsidies for Kinder Morgan (KMI) "
"2018-05-17 17:04:00","2018-05-18 01:04:00","US Sells USD 11bln in 10yr TIPS; Tail 1bp"
"2018-05-17 16:59:00","2018-05-18 00:59:00","ECB's Nowotny says should not wait too long to normalise policy "
"2018-05-17 16:57:00","2018-05-18 00:57:00","Saudi Arabia & UAE oil minister spoke about oil prices and said they are both concerned about recent market volatility, they both see ample supply of oil, and agree oil prices are being driven by geopolitical tensions "
"2018-05-17 16:52:00","2018-05-18 00:52:00","The Pentagon says there is no discussion of scaling back US -South Korea military exercises "
"2018-05-17 16:43:00","2018-05-18 00:43:00","PRIMER: Mexico Central Bank will publish rate decision at 1900 BST/1400 EDT, expected to hold at 7.50%"
"2018-05-17 16:35:00","2018-05-18 00:35:00","Irish Foreign Minister Coveney says there is too much at stake for Brexit talks to fail  "
"2018-05-17 16:24:00","2018-05-18 00:24:00","Canada’s PM Trudeau declines to comment when asked whether a NAFTA deal can be sealed this year, says current auto proposals are broadly acceptable to industries in the three nations "
"2018-05-17 16:22:00","2018-05-18 00:22:00"," Canada’s PM Trudeau says top officials are in Washington for talks and says “there is a good deal on the table, and that it is right down to the last conversations” and he says he is feeling positive"
"2018-05-17 16:22:00","2018-05-18 00:22:00","CBS (CBS) is to challenge National Amusements' change in court to bylaw requiring a super majority vote on dividend; according to sources  "
"2018-05-17 16:00:00","2018-05-18 00:00:00"," CBS (CBS) remain committed to protecting it’s shareholder’s interests "
"2018-05-17 15:37:00","2018-05-17 23:37:00","CBS (CBS) has lost the bid to block Redstone family from controlling defensive moves, of note for Viacom (VIAB) "
"2018-05-17 15:30:00","2018-05-17 23:30:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (+0.81%), FTSE 100 (+0.69%), DAX (+0.87%), CAC (+0.98%), IBEX (+1.05%), FTSE MIB (+0.31%), SMI (+0.14%)"
"2018-05-17 15:30:00","2018-05-17 23:30:00","Hong Kong Monetary Authority purchases HKD 1.96bln to keep HKD in trading band "
"2018-05-17 15:22:00","2018-05-17 23:22:00","UK Cabinet agrees Brexit customs 'backstop' option, BBC reports"
"2018-05-17 15:20:00","2018-05-17 23:20:00","Fed’s Kashkari (Non-Voter, Dove) says low wage growth is a big conundrum and notes one theory is that there is more slack in the labour market "
"2018-05-17 15:20:00","2018-05-17 23:20:00","Fed’s Kashkari (Non-Voter, Dove) says low wage growth is a big conundrum and notes one theory is that there is more slack in the labour market "
"2018-05-17 15:17:00","2018-05-17 23:17:00","UK PM May discussed with EU's Juncker and Tusk positive progress made in Brexit talks so far "
"2018-05-17 15:15:00","2018-05-17 23:15:00","Hasbro (HAS) announces an additional USD 500mln share repurchase programme and declares dividend of USD 0.63/shr"
"2018-05-17 15:03:00","2018-05-17 23:03:00","Activist investor in Barclays (BARC LN) Bramson is targeting the shutdown of investment bank's trading business; according to sources "
"2018-05-17 15:00:00","2018-05-17 23:00:00","US Treasury to sell USD 33bln in 2y notes, USD 36bln in 5y notes, USD 30bln in 7y notes and USD 16bln in 2y FRN, in line with expectations"
