"gmt_time","hk_time","subject"
"2018-01-02 23:58:00","2018-01-03 07:58:00","According to China Securities Times, the PBoC should stabilise CNY rate"
"2018-01-02 23:28:00","2018-01-03 07:28:00","PRE-MARKET SOUTH KOREAN NEWS"
"2018-01-02 22:52:00","2018-01-03 06:52:00","According to reports in Chinese press, the PBoC may resume open market operations in H2 of January"
"2018-01-02 22:29:00","2018-01-03 06:29:00","PRE-MARKET AUSTRALIAN STOCK NEWS"
"2018-01-02 22:05:00","2018-01-03 06:05:00","DAILY ASIA-PAC OPENING NEWS"
"2018-01-02 22:00:00","2018-01-03 06:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-01-02 22:00:00","2018-01-03 06:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-01-02 21:00:00","2018-01-03 05:00:00","US MARKET WRAP: Equities start 2018 on the front foot, but USD sags"
"2018-01-02 19:55:00","2018-01-03 03:55:00","White House says US President Trump wants a two year budget deal, and any 'caps' must be realistic"
"2018-01-02 19:32:00","2018-01-03 03:32:00","WTI futures settle 5 cents lower at USD 60.37 per barrel; Brent futures settle 30 cents lower at USD 66.57 per barrel"
"2018-01-02 18:58:00","2018-01-03 02:58:00","US Ambassador to the UN Haley says US is hearing reports that North Korea might be preparing missile test "
"2018-01-02 18:32:00","2018-01-03 02:32:00"," A ballistic missile launch by North Korea is possible, if not likely, in the coming days, military officials tells NBC News"
"2018-01-02 18:00:00","2018-01-03 02:00:00","ECB's Nowotny sees a risks of a European stock market bubble"
"2018-01-02 18:00:00","2018-01-03 02:00:00","ECB's Nowotny sees a risks of a European stock market bubble"
"2018-01-02 16:34:00","2018-01-03 00:34:00","UK considering signing up to TPP following Brexit, FT reports"
"2018-01-02 16:30:00","2018-01-03 00:30:00"," EUROPEAN PRELIMINARY CASH EQUITY CLOSE: FTSE 100 (-0.52%), EURO STOXX 50 (-0.52%), DAX (-0.36%), CAC (-0.37%), IBEX (+0.35%), FTSE MIB (-0.05%)"
"2018-01-02 16:21:00","2018-01-03 00:21:00","Barclays says that there has been two more deaths from Sarepta's (SRPT) Exondys 51 "
"2018-01-02 15:27:00","2018-01-02 23:27:00","Honda (HMC) is to partner with Alibaba (BABA) on developing services for connected cars "
"2018-01-02 15:25:00","2018-01-02 23:25:00","FX Daily Wrap: G10 rivals eye key levels vs ravaged Usd"
"2018-01-02 15:06:00","2018-01-02 23:06:00","Amazon (AMZN) and Salesforce (CRM) are said to be working to move some business away from Oracle (ORCL)"
"2018-01-02 15:05:00","2018-01-02 23:05:00","Ireland to issue between EUR 3-4bln of a 10-year euro bond via syndication, to be launched and priced in the near future"
"2018-01-02 14:25:00","2018-01-02 22:25:00","New Zealand global dairy trade price index up 2.2% to USD 3124 (prev -3.9%) "
"2018-01-02 13:29:00","2018-01-02 21:29:00","PREVIEW: Fonterra GDT Dairy Auction, some payback after another fall in prices at the end of 2017?"
"2018-01-02 13:27:00","2018-01-02 21:27:00","Additional US equity stories post the release of the Daily US Equity Opening News"
"2018-01-02 13:01:00","2018-01-02 21:01:00","Iranian shipping sources note no impact of anti-government protests on the country's oil production or export levels"
"2018-01-02 12:47:00","2018-01-02 20:47:00","DAILY US EQUITY OPENING NEWS -  Disney's (DIS) Star Wars: The Last Jedi has crossed the USD 1bln mark at the box office"
"2018-01-02 11:51:00","2018-01-02 19:51:00","EU DEBT LATEST: some respite before midday and US open"
"2018-01-02 10:39:00","2018-01-02 18:39:00","DAILY US OPENING NEWS: Eurozone manufacturing PMIs at record high"
"2018-01-02 09:51:00","2018-01-02 17:51:00","First tanker has loaded Crude oil at Forties terminal after pipeline reopened "
"2018-01-02 09:40:00","2018-01-02 17:40:00","EU MID-SESSION UPDATE: European equities kick the year off on the backfoot with auto names driving losses"
"2018-01-02 09:18:00","2018-01-02 17:18:00","Fixed Income: block sellers pile more pressure on bonds?"
"2018-01-02 09:00:00","2018-01-02 17:00:00","ASIA-PAC SERVICE HAS NOW FINISHED, PLEASE REVERT BACK TO YOUR ORIGINAL CHANNEL FOR COVERAGE ON THE UK & EUROPEAN SESSION"
"2018-01-02 08:53:00","2018-01-02 16:53:00","FX Morning Colour: Dollar doldrums continue into 2018"
"2018-01-02 08:10:00","2018-01-02 16:10:00","ECB says banks borrowed EUR 299mln at marginal rate & deposited EUR 695.8bln"
"2018-01-02 07:56:00","2018-01-02 15:56:00","UK RATES: divergent impulses on first trading day of new year"
"2018-01-02 07:35:00","2018-01-02 15:35:00","Bunds: softer start to 2018"
"2018-01-02 07:07:00","2018-01-02 15:07:00","Russia oil output 10.953mln bpd, -2.3% Y/Y, +0.1% M/M ; exports 5.239mln bpd, -5.3% M/M"
"2018-01-02 07:01:00","2018-01-02 15:01:00","Additional European Equity Stories post the release of the EU Equity Opening News"
"2018-01-02 06:56:00","2018-01-02 14:56:00","Option expiries of note for today's 10.00am NY cut (1500GMT)"
"2018-01-02 06:53:00","2018-01-02 14:53:00","Additional European Broker Moves post the release of the EU Equity Opening News"
"2018-01-02 06:40:00","2018-01-02 14:40:00","DAILY EUROPEAN EQUITY OPENING NEWS: Deutsche Bank (DBK GY) – Investors have warned CEO Cryan that another set of disappointing results could trigger a shakeup in management"
"2018-01-02 06:30:00","2018-01-02 14:30:00","NEWS STORIES OF NOTE FROM OVER THE WEEKEND "
"2018-01-02 06:30:00","2018-01-02 14:30:00","AUDIO IS NOW LIVE FOR THE BEGINNING OF THE EUROPEAN SESSION "
