"gmt_time","hk_time","subject"
"2020-05-06 23:59:00","2020-05-07 07:59:00","Local Syrian reports state a coalition special forces operation was carried out at the village of Al-Zir, which was possibly targeting head of ISIS"
"2020-05-06 23:50:00","2020-05-07 07:50:00","Japanese Monetary Base (Apr) 2.3% (Prev. 2.8%)"
"2020-05-06 23:50:00","2020-05-07 07:50:00","Japanese Monetary Base End of Period (JPY)(Apr) 529.2T (Prev. 509.8T)"
"2020-05-06 23:47:00","2020-05-07 07:47:00","RBNZ buys NZD 100mln in Local Government Funding Agency bonds at QE auction as targeted vs. Prev. NZD 130mln"
"2020-05-06 23:45:00","2020-05-07 07:45:00","RBA adds AUD 814mln to banking system through repos vs. Prev. AUD 1.16bln"
"2020-05-06 23:32:00","2020-05-07 07:32:00","PRE-MARKET AUSTRALIA, JAPAN AND SOUTH KOREA STOCK NEWS: Caltex is soliciting interest for its service station portfolio, SoftBank sued by WeWork, Hyundai sales declined 57%, Japan returns from Golden Week"
"2020-05-06 23:20:00","2020-05-07 07:20:00","RBA says excess cash at exchange settlement accounts at AUD 63.6bln vs. Prev.  AUD 62.6bln"
"2020-05-06 22:30:00","2020-05-07 06:30:00","Australian AiG Performance of Services Index (Apr) 27.1 (Prev. 38.7); record low"
"2020-05-06 22:24:00","2020-05-07 06:24:00","Brazil Senate approves aid package for cities and states, with the bill to go to President Bolsonaro for final approval"
"2020-05-06 22:21:00","2020-05-07 06:21:00","Vote for Iraq Oil Minister in parliament was postponed after no candidate was agreed on, according to lawmakers"
"2020-05-06 22:00:00","2020-05-07 06:00:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR IS NOW AVAILABLE IN THE RESEARCH SECTION: Highlights include: Australian Trade Data, Chinese Caixin Services and Composite PMIs, Chinese Trade Data, Japan Reopens"
"2020-05-06 21:51:00","2020-05-07 05:51:00","EU Trade Commissioner Hogan dismisses call by US President Trump for American pharmaceutical companies to move production back to US, while he suggests it could be 2024 before EU economies fully recover"
"2020-05-06 21:23:00","2020-05-07 05:23:00","DAILY ASIA-PAC OPENING NEWS"
"2020-05-06 21:20:00","2020-05-07 05:20:00","Dexcom (DXCM) and Dominos's (DPZ) to replace Allergan (AGN) and Capri Holdings (CPRI) in S&P 500"
