"gmt_time","hk_time","subject"
"2019-02-18 23:57:00","2019-02-19 07:57:00","PREVIEW: RBA minutes from the February 5th meeting where the central bank kept rates on hold at the record low of 1.50% as expected, due at 0030GMT/1830CST/0830HKT"
"2019-02-18 23:34:00","2019-02-19 07:34:00","RBI plans to transfer USD 3.92bln of surplus funds to the government"
"2019-02-18 23:25:00","2019-02-19 07:25:00","PRE-MARKET JAPANESE AND SOUTH KOREAN STOCK NEWS: KDDI (9433 JT) partners with Tepco (9501 JT) on retail power and gas"
"2019-02-18 22:55:00","2019-02-19 06:55:00","Oil Search (OSH AT) FY net USD 341.5mln vs. Exp. USD 353.0mln, Prev. USD 302.1mln"
"2019-02-18 22:45:00","2019-02-19 06:45:00","PRE-MARKET AUSTRALIAN STOCK NEWS: Coles Group (COL AT) H1 net fell 29% Y/Y"
"2019-02-18 22:30:00","2019-02-19 06:30:00","Australian ANZ Roy Morgan Consumer Confidence Index (Feb 17) W/W 115.2 (Prev. 114.1)"
"2019-02-18 22:15:00","2019-02-19 06:15:00","Huawei founder Ren Zhengfei says if US doesn't trust us, we will shift our investment from US to the UK on an even greater scale"
"2019-02-18 22:11:00","2019-02-19 06:11:00","US President Trump says US is seeking a peaceful transition of power in Venezuela but added that all options are open"
"2019-02-18 22:00:00","2019-02-19 06:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2019-02-18 22:00:00","2019-02-19 06:00:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Highlights include RBA Minutes and 20yr JGB Auction"
"2019-02-18 22:00:00","2019-02-19 06:00:00","DAILY ASIA-PAC OPENING NEWS"
"2019-02-18 21:00:00","2019-02-19 05:00:00","RANsquawk US service has concluded for the session, on account of the President's Day holiday; Asia service will resume at 2200 GMT"
"2019-02-18 20:10:00","2019-02-19 04:10:00","Italy has restarted talks with EU over renewal of bank bad loan scheme, set to expire on 6 March"
"2019-02-18 19:31:00","2019-02-19 03:31:00","Iranian parliament research group says ""in a best case scenario"" Iran crude exports to average 1mln BPD in the new Iranian calendar year beginning 21 March"
"2019-02-18 19:17:00","2019-02-19 03:17:00","Four cabinet ministers reportedly tell UK PM May to stop using a no-deal Brexit threat to negotiate, Guardian reports"
"2019-02-18 19:01:00","2019-02-19 03:01:00","EU's Juncker says if President Trump were to go back on promise of no tariffs on European cars for now, EU would no longer feel bound to buy US soya beans and liquid gas"
"2019-02-18 19:00:00","2019-02-19 03:00:00","EU's Juncker says if UK requested extension of talks, no one in Europe would oppose it; adds he has no timeframe for length of extension"
"2019-02-18 18:32:00","2019-02-19 02:32:00","Delta (DAL) and Easyjet (EZJ LN) consider up to USD 452mln for a stake in Alitalia according to sources"
"2019-02-18 18:21:00","2019-02-19 02:21:00","UK Brexit Minister Barclay says he had a positive meeting with EU Council President Barnier and agreed to meet again mid-week"
"2019-02-18 17:58:00","2019-02-19 01:58:00","Russia's Gazprom says natural gas output up 3.6% YY in Jan 1 - Feb 15"
"2019-02-18 17:50:00","2019-02-19 01:50:00","Glencore (GLEN LN) buys 200,000 tonnes of aluminium from LME, to take the metal from Istim Port Klang warehouses according to sources"
"2019-02-18 16:32:00","2019-02-19 00:32:00","EU Commission President Juncker says Trump gave his word there wouldn't be tariffs on European cars for the time being; if Trump breaks the promise, EU will break its promise to buy more soy and LNG; according to Stuttgarter Zeitung"
"2019-02-18 16:30:00","2019-02-19 00:30:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (+0.14%), FTSE 100 (-0.26%), DAX (-0.01%), CAC (+0.30%), IBEX (+0.35%), FTSE MIB (+0.54%), SMI (+0.37%)"
"2019-02-18 16:00:00","2019-02-19 00:00:00","ECB's Praet says TLTROs have been very useful tool to deal with impairments in the transmission of monetary policy and are part of the toolbox; need to monitor transmission of monetary policy through the banking system carefully"
"2019-02-18 15:37:00","2019-02-18 23:37:00","Apple (AAPL) reportedly shaking up leadership, reordering priorities across its services, artificial intelligence, hardware and retail divisions; this has caused concern from some employees putting several projects on hold; according to WSJ citing sources"
"2019-02-18 15:21:00","2019-02-18 23:21:00","FX Latest: Rangy and subdued trade on Presidents Day"
"2019-02-18 15:06:00","2019-02-18 23:06:00","UK Defence Minister Williamson says we will always be there to defend our sovereign interests in Gibraltar"
"2019-02-18 14:47:00","2019-02-18 22:47:00","Angola to export 43 crude oil cargoes in April (vs. 46 in March) according to traders"
"2019-02-18 14:34:00","2019-02-18 22:34:00","Irish Foreign Minister Coveney says that there is no appetite to reopen the withdrawal agreement"
"2019-02-18 14:09:00","2019-02-18 22:09:00","China Global Times Editor tweets: I support awarding the Nobel Peace Prize to US President Trump, provided that if he launches war against North Korea someday, the award will be withdrawn."
"2019-02-18 14:01:00","2019-02-18 22:01:00","EU's Barnier reportedly open to the principle of the customs union should the UK want"
